[ 2025-07-13 18:46:47,249 ] 39 fastapi - WARNING - email-validator not installed, email fields will be treated as str.
To install, run: pip install email-validator
[ 2025-07-13 18:47:09,311 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=0&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:09,391 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=1000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:09,461 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=2000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:09,533 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=3000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:09,598 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=4000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:09,672 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=5000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:09,745 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=6000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:09,809 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=7000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:09,881 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=8000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:09,947 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=9000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:10,010 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=10000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:10,072 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=11000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:10,132 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=12000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:10,209 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=13000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:10,300 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=14000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:10,367 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=15000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:10,433 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=16000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:10,504 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=17000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:10,565 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=18000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:10,629 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=19000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:10,695 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=20000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:10,760 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=21000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:10,822 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=22000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:10,897 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=23000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:10,958 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=24000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:11,019 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=25000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:11,081 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=26000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:11,147 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=27000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:11,226 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=28000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:11,294 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=29000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:11,359 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=30000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:11,427 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=31000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:11,510 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=32000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:11,575 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=33000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:11,645 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=34000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:11,709 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=35000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:11,771 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=36000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:11,836 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=37000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:11,904 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=38000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:11,970 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=39000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:12,036 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=40000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:12,105 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=41000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:12,170 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=42000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:47:12,233 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=43000&limit=200 "HTTP/2 200 OK"
[ 2025-07-13 18:48:26,431 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=0&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:48:26,506 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=1000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:48:26,583 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=2000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:48:26,666 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=3000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:48:26,742 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=4000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:48:26,818 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=5000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:48:26,886 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=6000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:48:26,957 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=7000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:48:27,027 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=8000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:48:27,099 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=9000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:48:27,168 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=10000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:48:27,235 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=11000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-13 18:48:27,300 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%22temperature%22%2Ctimestamp&timestamp=gte.2025-05-12+12%3A00%3A00&order=timestamp.asc&offset=12000&limit=1000 "HTTP/2 200 OK"
