[ 2025-07-11 09:44:08,987 ] 259 absl - WARNING - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.
[ 2025-07-11 09:44:13,222 ] 39 fastapi - WARNING - email-validator not installed, email fields will be treated as str.
To install, run: pip install email-validator
[ 2025-07-11 09:44:18,211 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=0&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:18,323 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=1000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:18,429 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=2000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:18,518 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=3000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:18,598 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=4000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:18,678 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=5000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:18,760 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=6000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:18,846 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=7000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:18,972 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=8000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:19,059 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=9000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:19,125 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=10000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:19,206 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=11000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:19,297 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=12000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:19,383 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=13000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:19,464 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=14000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:19,542 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=15000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:19,634 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=16000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:19,725 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=17000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:19,807 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=18000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:19,885 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=19000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:19,951 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=20000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:20,023 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=21000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:20,096 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=22000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:20,187 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=23000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:20,283 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=24000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:20,358 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=25000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:20,429 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=26000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:20,516 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=27000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:20,639 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=28000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:20,726 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=29000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:20,785 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=30000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:20,855 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=31000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:20,944 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=32000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:21,012 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=33000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:21,079 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=34000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:21,146 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=35000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:21,228 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=36000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:21,292 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=37000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:21,360 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=38000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:21,440 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=39000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:21,509 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=40000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:21,571 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=41000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:21,642 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=42000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:21,708 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=43000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:21,811 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=44000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:21,876 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=45000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:21,940 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=46000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:22,000 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=47000&limit=1000 "HTTP/2 200 OK"
[ 2025-07-11 09:44:22,052 ] 1025 httpx - INFO - HTTP Request: GET https://abcdkzdkpdpilgtstaiq.supabase.co/rest/v1/esp32_real_data?select=%2A&offset=48000&limit=1000 "HTTP/2 200 OK"
